avgTemp,minTemp,maxTemp,fainFall,avgPrice
0.8,-4.5,5.4,0.3,1338
0.8,-6.7,4.6,0,1326
1.7,-7.1,3.8,0,1326
1,-4.7,3.8,0.4,1326
1.3,-7.5,2.6,0,1319
2.2,-5.8,2.8,0.7,1319
1.1,-6.6,-1,0.8,1319
0.9,-8.7,1.5,0,1338
0.6,-7.8,3.7,0,1338
1.1,-9,4.1,0,1338
1.3,-8.2,4.7,0,1338
1.2,-4,4.9,0,1350
1.9,-3.7,4.5,0,1347
1.1,-7.6,0.7,0,1340
1,-9.6,2.2,0,1192
1.1,-4.8,5.3,0,1194
0.5,-6.6,4.9,0,1194
0.9,-3.9,3.8,0,1194
0.7,-4,7.3,2,1190
0.7,-1.2,8.6,0.2,1240
3.3,-1.8,7.3,0.4,1240
2.8,1.7,7.4,5.9,1288
0.8,3.5,8.9,1.4,1374
3.4,1.4,6.7,1.5,1374
2.3,-6.2,2.5,0,1374
1.5,-9.6,-2.3,0,1374
2.4,-10.6,-0.7,0.2,1374
1.4,-9.7,-2,0.7,1377
0.8,-10.9,3.2,0,1427
1.1,-4.9,6.1,0.1,1431
1.4,-3.8,5.7,0,1431
1.8,-5.8,4.8,0,1431
1.1,-7.1,2.4,0,1386
3,-9.2,3.4,3.3,1374
1.7,-10.6,-0.4,0.3,1510
1.1,-13.9,-5.7,0.1,1522
1.4,-13.7,-0.9,0,1522
0.7,-7.5,4.1,0.1,1522
0.7,-5.2,5.6,0,1522
3.7,-4.3,6.2,1.6,1488
2.6,-8.5,3,0,1511
2.2,-11.1,-1.6,0.4,1576
2,-8.8,1.7,0.2,1598
1.6,-6.2,3.7,0,1629
1,-8,3.6,0,1629
0.7,-7.2,6.7,0,1629
1.2,-0.9,6.5,0.5,1679
1.8,-0.8,9,3.4,1676
3.1,-1,7,0,1732
3.1,-3.7,4.9,0,1779
2.3,-6.5,0.1,0.1,1811
1.4,-9,-0.3,0.1,1811
1.2,-9.1,2.7,0,1811
0.8,-8.4,7,0,1862
1.1,-4.5,6.3,0.7,1866
1.8,-2.2,10.7,0,2176
1.5,1.1,10.8,0,2398
1.1,-0.4,9.4,0.3,2395
0.7,-0.5,5.3,1,2395
0.9,-3.1,4.3,0.6,2395
0.6,-6.4,6.8,0,2562
1,-4.3,7,0.6,2636
1.1,-2.2,12.1,0.1,2662
2,0.9,14.5,0,2662
2.8,4.1,7.9,2.1,2748
3.3,2.4,10.6,0.5,2748
2.8,2.7,8.4,4.4,2748
2.5,3.6,7,15.7,2829
1.8,2.3,7.9,3.6,2926
1.3,0.6,9.9,0,2953
2,-0.4,9.5,0,2996
2.2,-1.2,9.6,0.5,2971
4.5,0.7,9.6,0.1,2971
2.7,-2.8,3.4,0,2971
1.6,-5,5.1,0,2993
1.9,-4.9,8.2,0,3011
1.1,-2.7,11,0,3133
1.2,-0.2,12.9,0,3201
0.4,3.4,11.2,5.4,3253
2.3,6.7,13.4,1.9,3253
1.8,2.6,12.4,1.2,3253
2.4,-0.8,9.5,0,3290
1.9,-1.9,10,0,3330
1.4,-2.2,12.7,0,3322
2.1,2.3,10.4,7.6,3302
3.8,3.7,8.3,19,3290
3.7,2.2,8.8,1.2,3290
2.5,1,8.8,0,3290
2.1,-1.3,10.8,0,3337
1.3,-0.7,15.6,0,3337
2.1,3.7,17.4,0,3330
2.5,1.8,18.9,0.6,3331
3.4,7.8,15.5,25,3353
2.5,2.8,11.8,0.1,3353
1.1,-0.2,11.7,0,3353
3,1.3,16.9,5.7,3352
3.2,2.8,13.3,24,3325
3.4,0.7,15.7,0,3318
3.5,3,14.2,0,3300
2.2,0.7,12.3,0,3363
2.5,0,13.8,0,3363
2.6,2.7,21,0,3363
1.1,10.7,22.4,0,3355
2.3,10.1,18,4.8,3399
2.9,7.8,17.6,2.2,3399
1.3,3.8,17.1,0,3385
1.8,7.4,14.7,0.7,3425
1.5,6.2,20.1,0,3425
2,7.6,23.3,0,3425
1.2,6.9,21.1,0,3468
1.1,4.8,19.2,0,3495
2.4,5.7,21.2,0,3494
2.8,8.6,19.2,1.9,3473
4.7,11.5,19.6,0.7,3471
2.5,10.7,15,57.6,3471
2,9.5,16.4,4.1,3471
0.9,8.8,22.8,0.1,3452
1.5,11.1,27.2,0,3462
4.2,11.4,18.9,28.6,3458
1.5,8.2,18.1,0.5,3451
1.6,5.4,23.1,0,3461
0.9,8.6,24.9,0,3461
2.3,11,22.1,0,3461
1.2,12.9,23.7,0.3,3462
3.2,14.7,23.2,5.6,3462
2,15.6,23.7,1.2,3360
2,13.4,22.8,1.5,3384
2.8,12,26.1,0.1,3260
2.5,13.3,26.2,0.1,3260
1.6,10.6,25,0,3260
0.9,10.7,26.5,0,3199
1.4,12.5,27,1.1,3058
2.8,12.6,26.1,0.1,2931
1.9,12.2,20.8,0.2,2764
1.6,12.4,17.8,0.1,2695
1.2,11.3,20.9,0,2695
0.8,12.2,22.4,0,2695
2,14,17.1,17.6,2632
1.7,13.1,22.9,0.5,2613
1.5,11.4,23.7,0.1,2540
1.5,11.2,21.8,1.3,2587
1.2,9.3,24.6,0,2576
1.1,11,24.6,0,2576
1.3,11.6,26.9,0,2576
1.1,12.3,26.7,0,2586
1.4,12.5,27.7,0,2551
1.2,14.6,28.1,0,2512
1.7,14.8,25.4,0.3,2366
1.3,15.3,26.1,0.3,2346
1.4,12.7,27.4,0,2346
1.3,13,27.6,0.3,2346
1.4,14.9,25.8,1.3,2346
1,15.1,26.7,0.1,2304
1.2,16.6,21.9,3.5,2288
1.4,15.5,25.5,1.1,2305
1.6,14.3,25.8,0,2310
1.1,16.4,26.5,1.5,2310
1.3,14.6,27.7,0,2310
1.7,15.6,27.5,0.2,2298
1.7,18.7,28.8,0,2294
1,18.5,28,0,2294
0.9,17.9,28.8,0,2165
1.1,18,23.5,7.7,2158
1.3,17.6,27,0,2158
1,17.5,27.9,1.1,2158
2,17.9,26.3,0.2,2142
1.4,17.9,27.6,2.2,2093
2.1,17.7,26.4,1.4,2130
1.6,17.4,26.6,0,2139
1.6,18.1,23,4.5,2066
1.7,17.5,27.7,0.3,2066
1,17.8,29.2,0,2066
1.8,18.5,27.1,3.3,2041
1.2,18.8,28.9,7.2,2068
1.3,18.3,27.7,0.2,2060
1.4,18.9,29.8,0.1,2060
1.4,18.4,28.9,0.1,2060
2.1,19.2,29.8,1,2060
2.9,19.6,27.1,0.8,2060
3.5,18.2,27.7,0,2116
2.6,18.6,25.5,0.4,2239
1.1,18.7,25,0.2,2358
1.2,18.1,28,0,2510
1.7,19.4,28.7,4.6,2597
2.3,20.9,26,37.4,2597
1.3,20.4,27.7,0.5,2597
1.5,19.9,29.2,0.1,2689
1.8,20.4,29.3,1.1,2782
0.9,22,29.6,0.3,2793
1.8,22.3,26.1,25.2,2960
0.9,21,25.5,64,2978
1.3,19.6,28.1,2.1,2978
1.2,19.3,29.7,0,2978
1.5,20,30.7,0,2996
1.4,20.9,27.8,6.4,2991
1.7,21.9,27.3,33.2,2921
1.2,21.1,29.1,0.8,2716
1.7,21.9,29,23.6,2675
2.6,21.3,25.8,25.1,2675
0.4,20.3,25.1,48.2,2675
0.8,20.4,26.5,0.6,2671
1.2,21.2,26.3,8,2659
2.9,22.7,28.6,14.1,2686
1.3,23.1,29.2,27.9,2850
0.9,22.8,30.8,0.2,2849
1,22.3,31,0.1,2849
1,23.3,29,3.9,2849
1.2,23.8,31.8,0.7,2800
1.3,24.1,33.1,0,2806
1.3,23.6,33.4,0,2773
1.4,23.3,33.4,0,2775
1.1,23.6,33.2,0,2809
1.2,23.8,33.6,0,2809
1.4,24.1,34,0,2809
1,24.4,33.8,1.2,2837
1.9,24.7,34.3,0.1,2772
2.4,24.3,34.9,0,2764
1.9,25.5,32.9,0.3,2522
1,24.9,33.6,0,2533
0.9,24.3,34.3,0,2533
1.3,23.6,35.3,0,2533
1.8,24.4,34.5,1.2,2550
1.2,24,33.5,0.2,2600
1.4,22.3,32.4,0,2752
0.8,23,32.7,0.2,2883
1,23.1,29,8,2891
0.9,22.7,31.8,0.8,2891
1.6,23.7,30.2,26.8,2891
1.8,23.2,28.8,35,2984
1,22.4,29.1,6.2,3033
0.7,23.5,30.2,42.8,3033
0.9,23.1,29.3,21.1,2972
0.6,23.4,31.8,2.7,2970
1.1,24.6,31.8,2.6,2970
0.8,25.3,32.2,1.5,2970
0.6,24.8,29.3,17.7,2991
1.2,24,31.3,17.4,2977
2.1,21.7,26.7,29.4,2977
2,20.6,24.7,38.5,2995
1,20.6,24.4,40.8,2968
1.1,22,30.6,3.4,2968
2.3,22.8,32.2,0,2968
4.5,23.1,30.8,1.9,3023
3,23.4,28.6,38.3,3058
2,23.2,30.3,2.6,3179
1.1,19.6,25.4,67.5,3406
0.9,18.3,27.7,1.7,3394
0.8,19.1,28.1,0.5,3394
0.9,19.9,28.4,0.3,3394
0.7,19.9,29,0.1,3395
1.7,19.8,27,23.3,3423
1,18.2,28,9.9,3457
1.4,15.7,27.2,0,3393
1.7,15.7,27.5,8.7,3366
0.8,18.8,26.4,33.3,3366
1.4,18,22.8,7.9,3366
1,17.3,26.3,10.4,3434
0.8,16.1,26.9,0,3479
0.8,16.5,26.3,0,3495
0.9,19.3,23.9,5.8,3492
1.8,17.6,22.7,4.3,3490
2.7,16.8,23.6,2.9,3490
2.6,17.3,20.7,46.6,3490
1.5,17.4,20.9,95.5,3462
0.6,17.2,25.4,0.1,3507
0.8,15.5,25.1,0.3,3622
0.7,14.1,25.4,0,3747
0.7,14.1,24.9,0,3784
0.9,14.2,25.8,0.1,3784
1,14.1,26.2,0,3784
0.9,13.5,26.2,0,3999
0.8,13.6,26.2,0,3851
1,13.4,25,0,3784
1.2,15.2,23.7,0,3817
2,14.4,24.5,1.6,3849
0.9,12.4,21.7,0.1,3849
0.8,10.6,22,0,3849
0.8,11.1,23.7,0,3849
1,12,24.4,0,3938
1,11.8,24.6,0,3938
0.8,11.1,24.5,0,3997
0.8,12.3,22.8,0,3998
1.1,13.5,24,0.1,3998
1,11.2,23.8,0,3998
0.9,10.5,22.4,0,3983
0.8,9.2,21.9,0,3909
1.3,10.5,21.9,1.6,3699
1,8.7,19.9,0,3673
0.7,6.6,21.9,0,3618
1.1,8.6,22.9,0,3618
0.7,9.6,23.5,0,3618
1,7.7,22,0,3689
1.5,7.7,23,0,3658
1.1,8.2,18.1,1.6,3571
1,4.2,17.7,0,3705
1.1,5.5,20.6,0,3689
0.8,7,21.2,0.1,3689
1.7,9.2,24,0,3689
2.5,10.5,20.2,26.7,3645
0.9,6.3,16.2,0,3623
0.8,5.9,18.2,0,3619
0.7,7.4,21,0.1,3468
0.9,8.6,22.2,0,3434
2.7,11.9,17.2,25.4,3434
0.8,9.8,20.6,0,3434
1.5,6.8,18.5,0,3372
1.2,5.4,15,0.3,3325
2.5,3.5,13.7,0.4,3315
0.9,2.6,11.8,0.1,3109
0.8,0.3,13.7,0,3035
1.7,0.8,16.7,0,3035
1.3,5.4,14.9,5.8,3035
1.4,6.9,14.8,3,3198
1.7,6.3,12.4,4.5,3134
0.5,6.1,14.3,0,3172
1.1,5.5,15,0,2824
2.8,4.9,16.2,0,2791
3.4,7.7,15.6,3,2791
3.5,6.9,15,18.1,2791
2.5,6.9,12.5,1.2,2913
2.7,3.9,11.2,3.1,2935
0.9,2.2,8.2,0.7,2886
0.3,0.1,11.3,0,2819
1.8,-0.5,10.9,5.7,2844
0.9,3.6,10.9,4,2844
1.7,-0.2,10.8,0,2844
1.3,-0.2,11.6,1.1,2820
0.8,-1.1,8.2,0,2820
0.8,-2.3,9.6,0,2765
1.7,0.5,12.5,0,2677
1.3,3.2,9.8,0.5,2668
0.9,-1.3,8.8,0,2668
2.6,-2.9,9.3,1.2,2668
1.5,0.7,8,2.8,2675
1.4,-2.9,7.7,0,2691
1.2,-0.9,13.2,0.8,2663
1,-1.4,8.1,0,2710
1.7,-2.4,8.6,0.1,2634
0.8,-3.5,5.7,0.2,2634
1.5,-0.7,8.4,0.6,2634
3.5,-1.3,8.4,3.2,2600
2,-2.7,3.7,0.1,2600
2.1,-3.8,5.4,6.7,2600
0.9,-7.4,-0.2,0.6,2710
2.4,-6.4,2,3.3,2925
2.1,-7.6,0.1,0.9,2925
0.9,-10.1,-2.2,0.4,2925
0.5,-10.2,0.1,0,3083
0.5,-9.6,2.1,0,3221
0.4,-8.8,3.6,0,3339
1.5,-8.4,6.7,0,3331
0.8,-1.2,6.6,25.3,3333
0.7,2.1,8.7,0.5,3333
2,-0.4,8.7,0,3333
2.7,-0.6,7.1,0,3438
1,-5.8,0.6,0,3416
0.9,-8.1,0.8,0,3416
0.6,-7.3,4.4,0,3543
1.6,-2.2,3,6.7,3576
3.3,-3.2,3.1,0,3576
1.2,-9.2,-1.3,0.4,3576
2.7,-12,-1.4,0.1,3617
1,-9.5,0.7,0.3,3617
0.5,-12.6,-2.1,0,3624
0.4,-11.5,2.7,0,3634
1,-3.3,2.2,7.3,3624
2.7,-3.1,4.2,2.2,3624
1.7,-8.1,1.4,1.5,3624
0.4,-10.5,-1.2,0.2,3730
3,-9.1,2.6,2,3730
1.4,-11.2,0,0.4,3853
0.6,-13.9,-5.1,0,3958
0.8,-14.7,-1.9,0,4002
0.8,-13.1,1,0,4002
0.8,-8.5,2.1,0,4002
1.1,-9.7,2.5,0,4007
2.2,-8.7,3.2,0,3979
1.1,-9.6,-1.5,0,3964
0.6,-12,-0.8,0,3862
0.9,-11.8,2.9,0,3956
0.5,-5.6,7,0.1,3956
1.2,-4.7,3.9,0,3956
0.5,-6.1,5.7,0.1,3912
1.2,-7.2,4.9,0,3939
2.1,-5.7,3.9,0.1,3883
1.3,-6.2,0.3,1.9,3888
0.9,-9.1,3.2,0,3812
0.9,-5.3,5.9,0,3812
1.3,-4.7,7,0,3812
1.1,2.2,5.3,19.3,3793
1.2,2.3,5.7,2.2,3830
2.8,0.9,4.1,1.4,3822
4,-3.2,4.6,0.3,3719
2.6,-6.7,-1.5,0,3719
1.4,-8.9,-1.2,0,3719
0.8,-8.8,-0.8,0,3719
0.3,-8.7,4.4,0,3719
0.4,-3.2,8,0,3721
0.6,-0.9,11,0,3721
1.8,0.3,12.7,0.5,3702
3.3,4.8,12.2,31.3,3702
0.9,-2,8.1,0,3702
1.6,-4.7,2.8,3.2,3702
0.6,-1.6,6.3,4.2,3702
2.3,-3,3.5,3.9,3685
3.9,-1.2,3.7,2.2,3771
1.5,-10.9,0,0.1,3792
1.2,-13.2,-2.5,0,3814
2,-10.6,0.6,0,3814
0.9,-7.1,3.8,0.1,3814
1.6,-8,2.7,0,3814
1.4,-4.4,1.7,0.3,3957
1,-6.8,5.1,0,3991
2.4,-3.3,7.9,0,4014
1.2,-3.4,6.1,0,3982
0.9,-7.2,4.6,0,3982
1.9,-3.2,6.3,1.9,3982
2.6,0.2,6.3,1.8,3973
3,-3.4,4,0.5,4032
2.1,-6.8,3.6,0,4012
2,-5.2,5.3,0,4044
2.6,-3.5,7.1,0.6,3949
1.6,-5.1,5.2,0,3949
0.8,-4.1,7.7,0,3949
0.7,-3.3,10.3,0,4001
1.8,0,9.4,0.2,4015
0.7,0.8,13.1,0,3997
3.3,-1.1,16.4,0,3996
2.1,-1.2,11.2,4.9,3996
2,-3.7,5.6,0,3996
1.1,-4.1,7.4,0,3996
1.4,-2.7,10.4,0,3949
1,-2.6,12.9,0,3986
0.8,-1,16.9,0,3986
1.4,3.5,14.6,0.8,4069
2.5,2.5,18.3,0,4076
3.8,2.3,23.7,0,4076
1.2,0.4,13.9,0,4076
1.2,-3.2,13.1,0,4028
2,-0.3,16.5,1.4,4085
2,2.1,12.4,16.1,4085
1.8,0.3,9.7,0,4159
1.3,-1,13.4,0,4133
1.6,1.2,15.8,0,4133
2.2,0.3,17.6,16,4133
1.4,7,15.5,16.3,4080
2.5,5,15.8,0,4080
1.6,-1.1,11.9,2.3,4016
1.5,-4.1,9.8,0,3998
1.1,-0.5,11.3,0,3986
2.4,0.5,13.8,0,3986
2.2,1.3,12.4,0,3986
1.4,-0.1,8.7,0.8,3986
1.5,-2.3,12.5,0,3986
1.7,1.3,17.2,0,3996
2.2,2.7,17.3,0,3999
1.5,1.9,13.2,0,4023
1.5,0.8,12.9,0.3,4023
0.9,2.4,13.7,0.6,4023
1.6,1.1,16.8,0,4161
2.5,4.3,12.1,1.4,4161
1.3,3,17.7,0,4170
1.6,4.7,20.3,0,4141
1.3,5.1,19.9,0.3,4153
2.8,3.7,13,24.7,4153
1.8,1.8,9.6,1.6,4153
4.1,0.4,16.3,0.1,4199
2.7,4.2,13.1,0.3,4236
3.6,1.2,10,0.1,4256
2.1,1.8,12.1,0.5,4253
2.2,0.8,12.9,0,4253
3.7,1.1,19.8,0,4253
0.7,4.3,17.5,1.5,4253
2.7,0.9,14,0,4238
3.3,5.8,24.5,0.1,4238
2.8,9.2,17.3,0.3,4218
2,7.3,18,0,4218
0.9,3.7,15.3,0,3966
2.6,3.5,8.5,9.7,3966
1.5,3.1,15.2,0,3966
1.3,2.3,18.9,0,3974
2.4,8.6,14,22.1,3974
1.8,8.9,19.4,1.5,3991
3.1,6.6,16.4,2.2,3856
1.8,6.4,17.3,0.5,3704
1.2,4.9,19.1,0.8,3704
2,7.1,22.1,0,3704
2.7,9.4,19.1,7.5,3823
1.8,6.2,21,0.1,3752
1.6,6.8,17,0.2,3752
2.1,6.7,17.9,1.1,3307
1.9,6.3,19.2,0.9,3293
2.3,8.7,20.5,0.1,3293
1.8,7.6,23.6,0,3293
1.4,8.9,25.1,0,3205
1.4,9.7,23.1,0,3241
1.2,8.8,26.4,0,3218
1.6,11.5,24.4,3.8,3130
2,12.8,19.5,15.9,3100
2.6,11.9,25.5,0,3100
1.7,13,26.7,0.1,3100
1.3,13.4,28.1,0,3097
2.4,11.8,26,0,3128
2.9,13.8,25.3,0,3116
1.5,12.7,23.5,0,3009
1.1,10.9,23.6,0,3009
2.1,11,24,4.2,3009
2.3,14.1,19.9,24.4,3009
1.4,12.4,21.9,0,2944
0.9,9.7,26.1,0,2933
1.1,12.1,27.6,0,2918
1.4,14.1,28.5,0,2890
1,14.2,30.1,0,2874
1,15.7,28.6,0,2874
2.2,16.9,27,0,2874
1.7,17.6,22.2,51.8,2864
2.1,17.3,22.1,26.1,2859
1.5,15.9,21.3,0.5,2842
1.2,14.5,26.5,0,2777
0.9,13.2,26.3,0,2770
1.4,15.4,25.3,0,2770
1.3,13.6,26.9,0,2770
1.3,14.2,26.6,0,2752
1.1,15.4,28.6,0,2734
1.1,16.4,28.9,0,2723
1.4,17.4,28.5,0.6,2723
1.1,17.8,28.1,0.2,2737
1.5,17.6,27.1,0,2737
1.6,17.7,27.8,0,2737
1.7,17.2,27.9,0,2737
1.1,18.5,24.7,4.8,2716
0.8,18.9,23.5,3.4,2691
0.9,19.3,26.5,0.1,2650
1.3,19.9,25.4,1.5,2659
1.8,20,29.2,0.1,2659
1.7,19.2,30.1,0,2659
0.7,20,28.6,1,2693
0.9,21.5,24.5,46.9,2706
1.1,20.3,28.2,20.1,2737
1.4,20.1,30,0,2775
1.2,20.8,28.1,0.4,2788
1.1,20,27.9,1.3,2788
1.2,19.5,24.8,2.9,2788
1.6,18.4,28.3,0,2773
1,19.4,27.2,6.5,2774
1.4,19.6,28.9,5.8,2741
1,19.5,28.3,3.5,2741
1,20.1,29,1.6,2741
1,19.5,30.3,0.1,2741
1,20,30.6,0,2741
2.1,21.1,30.6,0,2690
2.2,22.3,29.4,11.5,2683
1.5,22.4,29.6,18.6,2657
0.7,22.8,27.9,22.3,2659
1.2,21.9,26.3,51.5,2636
0.8,21.8,29.9,0,2636
0.5,22.2,27.3,19.3,2636
2,23.5,29,14.6,2676
1.3,24.4,30.7,1.7,2707
0.9,23.9,30.8,2.3,2693
1.7,23.6,30.7,5,2701
0.6,23.3,29.1,6.3,2694
1.4,23.5,30.3,18.4,2694
1,23.3,29.6,23.6,2694
1.7,23.4,29.7,14.2,2690
1.5,23.2,31.5,0.5,2726
0.8,23.8,29.8,8.5,2734
0.8,23.2,30.8,4.7,2763
1.4,22.4,31.8,0.4,2816
1,23.4,32.2,1.1,2816
0.9,24.2,31,1.3,2816
0.6,24.5,31.6,16.6,2878
2.4,24.5,28.4,17.3,2889
2,23.8,30.1,4.8,2942
1.4,22.6,31.7,0,3019
1.3,22.6,32.4,0,3075
0.5,22.2,31.8,0.1,3075
1.5,23.6,28.9,11.1,3075
0.8,24.2,31.6,5.2,3147
1.2,23.2,31.3,8.5,3303
1,24.1,31,12.9,3365
0.9,23.8,32.2,3.6,3376
1.2,24.6,30.6,3.7,3359
1.1,24.5,31.9,9.1,3359
1.1,24.6,32.1,7.6,3359
0.9,24.1,32.2,4.9,3369
0.9,23.7,32.9,9.8,3388
1.4,24.3,34.3,0,3426
1.1,25.9,34.6,0,3450
0.8,25.9,34.6,2.1,3535
1.1,24.6,33.8,6.4,3535
0.9,24.3,34.7,0.2,3535
1.2,24.6,34.5,0.2,3575
1.2,24.2,33.9,0,3698
1.1,23.8,33.7,0,3705
1.2,23.6,33.8,0.1,3705
1.5,24.1,34,0.5,3801
1.2,24.3,33.5,0,3801
1,24.4,34.1,0.7,3801
0.8,23.9,34.1,2.5,3924
1,23.1,33.5,0.6,4080
1.2,23.6,32.4,1.4,4225
0.9,24.5,33,6.6,4587
0.9,23.6,28,38.7,4696
0.9,21.9,28.2,31,4696
1.1,20.7,30.6,2.3,4696
1.1,20.6,30.9,0.1,4838
1.2,20,31,0,5046
1.1,21.1,30.7,0,5142
1.5,21.7,29.7,23.4,5189
1.1,22.1,29.6,4.7,5280
1.1,19.7,28.1,3.7,5280
0.8,18.8,28.3,0,5280
0.6,17.4,27.9,0.2,5256
1.3,16.5,24.4,0,5112
1,14.7,27.1,0,5015
0.8,15.4,24.4,0,4954
0.7,17.5,21.8,5.2,4804
0.8,17,25.5,1.6,4804
0.8,16.7,27.9,0,4804
0.5,16.7,27.7,0,4643
0.6,18.3,27.4,3,4529
0.5,19.9,25.5,9.9,4466
0.5,20.4,25.6,2.9,4564
0.8,20.7,28.7,14.4,4577
1,20.1,25.6,40.6,4577
1.1,18.1,28.9,0,4577
0.8,15.2,27.1,0.1,4441
0.9,14.4,28.9,0,4477
0.9,16.3,30.1,0,4477
0.8,17.3,28.6,0,4477
1,17.3,29.2,0,4477
2.8,18,29.5,0,4477
0.9,18.5,27.4,1.6,4477
0.9,17.2,28,0,4592
1.8,17.8,26.3,3.8,4537
1.2,16.2,24.2,1.1,4359
1.1,12,23.4,0.2,4044
0.9,10.3,24.6,0,3995
0.9,15,22,2.1,3995
1.6,17.1,20.6,26.8,3995
0.7,18,25.9,7.2,3930
1.4,16.7,26.5,0.5,3903
1.1,14.7,24.4,2.4,3829
0.7,10.7,22.8,0.1,3829
1.3,9.2,24.6,0,3708
2.7,11.2,25.6,0,3708
1,16.9,24.7,2.7,3708
1.7,19.5,26.9,0.9,3542
1,18.5,22,30.7,3497
0.7,16.8,24.7,0.6,3497
2.9,16.5,23.9,8.2,3068
1.8,13.1,23.6,0.3,3017
0.6,9.9,22.3,0,3017
0.9,9.3,23.8,0,3017
2.3,11,25.2,0,2883
1.2,10.5,19.6,5.8,2846
0.8,6.3,17,0,2812
0.7,5.3,18.3,0,2435
1.2,6.8,20.6,0,2349
1,8.6,20.5,0,2349
1.6,11,22.7,0.1,2349
2.5,10.1,21.2,0,2272
1.2,9.7,21,0.2,2233
1.2,10.6,21.8,0,2199
1.6,9.2,20.5,0,2303
0.9,6.4,17,0,2242
1,4.7,16.7,0,2242
0.7,3.9,18.3,0,2242
1.1,4.3,18.4,0,2250
1.3,5.4,19.6,0.3,2270
0.7,7.2,17.9,0,2286
0.8,6.6,19.8,0,2273
0.7,7.9,21.2,0,2288
1.1,10.2,18.4,2,2288
0.7,9.4,18.6,0.1,2288
0.8,7.6,17.9,0.3,2350
0.3,5.3,19.3,0,2303
2.3,7.5,17.3,0.9,2201
0.5,6.7,18.4,0.5,1976
0.8,3.6,16,0,1961
2.9,7.1,16.6,12.5,1961
1.7,4.2,15,0.6,1961
1.4,1.2,9.4,0,1870
0.7,-0.3,10.6,0,1870
0.5,-1.2,12.3,0,1870
1.1,0.6,11.5,0.5,1804
0.6,3.8,14.8,0.7,1796
3.4,1.4,14.7,0.5,1796
4,3,11.2,1.4,1796
3.8,0.7,6.5,1.4,1845
2.2,0.4,6.8,0.8,1858
1.4,-0.3,7.9,0.1,1887
1.1,-1.2,9.6,0,1935
0.8,-0.3,11.3,0,1935
1.4,0.6,13.1,0,1935
4.7,2.3,13.8,14,1935
2,3.3,12.7,12.6,1947
0.7,-0.8,8,0.3,2036
1.4,-2,6.4,6.7,1997
1.5,-4.5,2.2,1.3,2111
0.6,-3.3,5.9,0.5,2164
1,-1.8,10.8,0,2164
0.4,-0.2,10.8,0,2164
0.8,-1.1,9.5,0,2200
1,0.4,11,0,2243
0.4,-0.2,11.6,0,2218
1.6,-0.1,10.5,0,2329
0.6,-0.2,9.3,0,2367
0.6,-1.3,10.5,0,2367
1,-1,11.6,0,2367
2.1,2.5,9.5,8.5,2394
2.5,0.4,6,1.2,2371
1.8,-1.7,4,2.2,2378
1.9,-4.8,5.7,3.1,2486
1.1,-5.8,2,0.3,2447
1.1,-6.2,4.4,0.3,2447
0.5,-5.2,3.8,0,2447
1.1,-6.1,3.2,0,2564
1.2,-2.5,6.3,1.7,2419
2.9,0.9,8.5,0.4,2409
2.3,-3.3,2.9,1.2,2548
1.3,-4.2,2.4,1.2,2541
0.6,-4.3,4.7,0.1,2541
1.1,-5.7,4.9,0,2541
0.5,-3.6,5.4,0,2578
0.8,-5.5,6.8,0.1,2578
1.1,-5.4,7.2,0,2578
2.3,-1.5,5.3,0.3,2589
1.6,-5.3,0.8,0,2562
